,indRap,PC,RC,Com
8692,579,P08,R5,Commentaire Aléatoire4_Qûàtré
8693,579,P09,R2,Commentaire Aléatoire4_Qûàtré
8694,579,P10,R1,Commentaire Aléatoire0_Très
8695,579,P11,R2,Commentaire Aléatoire1_îàèù
8696,579,P12,R3,Commentaire Aléatoire4_Qûàtré
8697,579,P13,R2,Commentaire Aléatoire3_Trois_Ècî
8698,579,P14,R2,Commentaire Aléatoire1_îàèù
8699,579,P20,R1,Commentaire Aléatoire4_Qûàtré
8700,580,P01,R4,Commentaire Aléatoire1_îàèù
8701,580,P02,R9,Commentaire Aléatoire1_îàèù
8702,580,P03,R4,Commentaire Aléatoire2_Trop Û
8703,580,P04,R5,Commentaire Aléatoire1_îàèù
8704,580,P05,R2,Commentaire Aléatoire2_Trop Û
8705,580,P06,R2,Commentaire Aléatoire0_Très
8706,580,P07,R7,Commentaire Aléatoire0_Très
8707,580,P08,R5,Commentaire Aléatoire0_Très
8708,580,P09,R2,Commentaire Aléatoire0_Très
8709,580,P10,R2,Commentaire Aléatoire4_Qûàtré
8710,580,P11,R2,Commentaire Aléatoire4_Qûàtré
8711,580,P12,R3,Commentaire Aléatoire4_Qûàtré
8712,580,P13,R2,Commentaire Aléatoire2_Trop Û
8713,580,P14,R2,Commentaire Aléatoire2_Trop Û
8714,580,P20,R2,Commentaire Aléatoire1_îàèù
8715,581,P01,R4,Commentaire Aléatoire0_Très
8716,581,P02,R9,Commentaire Aléatoire3_Trois_Ècî
8717,581,P03,R4,Commentaire Aléatoire1_îàèù
8718,581,P04,R5,Commentaire Aléatoire0_Très
8719,581,P05,R2,Commentaire Aléatoire2_Trop Û
8720,581,P06,R0,Commentaire Aléatoire3_Trois_Ècî
8721,581,P07,R7,Commentaire Aléatoire0_Très
8722,581,P08,R5,Commentaire Aléatoire0_Très
8723,581,P09,R2,Commentaire Aléatoire1_îàèù
8724,581,P10,R2,Commentaire Aléatoire3_Trois_Ècî
8725,581,P11,R2,Commentaire Aléatoire0_Très
8726,581,P12,R3,Commentaire Aléatoire3_Trois_Ècî
8727,581,P13,R2,Commentaire Aléatoire4_Qûàtré
8728,581,P14,R2,Commentaire Aléatoire2_Trop Û
8729,581,P20,R2,Commentaire Aléatoire0_Très
8730,582,P01,R4,Commentaire Aléatoire4_Qûàtré
8731,582,P02,R9,Commentaire Aléatoire1_îàèù
8732,582,P03,R4,Commentaire Aléatoire0_Très
8733,582,P04,R5,Commentaire Aléatoire3_Trois_Ècî
8734,582,P05,R2,Commentaire Aléatoire4_Qûàtré
8735,582,P06,R2,Commentaire Aléatoire4_Qûàtré
8736,582,P07,R7,Commentaire Aléatoire3_Trois_Ècî
8737,582,P08,R5,Commentaire Aléatoire4_Qûàtré
8738,582,P09,R1,Commentaire Aléatoire4_Qûàtré
8739,582,P10,R2,Commentaire Aléatoire4_Qûàtré
8740,582,P11,R2,Commentaire Aléatoire0_Très
8741,582,P12,R3,Commentaire Aléatoire3_Trois_Ècî
8742,582,P13,R2,Commentaire Aléatoire2_Trop Û
8743,582,P14,R2,Commentaire Aléatoire1_îàèù
8744,582,P20,R2,Commentaire Aléatoire2_Trop Û
8745,583,P01,R4,Commentaire Aléatoire3_Trois_Ècî
8746,583,P02,R9,Commentaire Aléatoire2_Trop Û
8747,583,P03,R4,Commentaire Aléatoire3_Trois_Ècî
8748,583,P04,R5,Commentaire Aléatoire3_Trois_Ècî
8749,583,P05,R2,Commentaire Aléatoire2_Trop Û
8750,583,P06,R2,Commentaire Aléatoire0_Très
8751,583,P07,R7,Commentaire Aléatoire3_Trois_Ècî
8752,583,P08,R5,Commentaire Aléatoire0_Très
8753,583,P09,R2,Commentaire Aléatoire1_îàèù
8754,583,P10,R2,Commentaire Aléatoire4_Qûàtré
8755,583,P11,R2,Commentaire Aléatoire3_Trois_Ècî
8756,583,P12,R3,Commentaire Aléatoire0_Très
8757,583,P13,R2,Commentaire Aléatoire0_Très
8758,583,P14,R0,Commentaire Aléatoire3_Trois_Ècî
8759,583,P20,R2,Commentaire Aléatoire1_îàèù
8760,584,P01,R4,Commentaire Aléatoire1_îàèù
8761,584,P02,R9,Commentaire Aléatoire0_Très
8762,584,P03,R4,Commentaire Aléatoire1_îàèù
8763,584,P04,R5,Commentaire Aléatoire1_îàèù
8764,584,P05,R2,Commentaire Aléatoire2_Trop Û
8765,584,P06,R2,Commentaire Aléatoire1_îàèù
8766,584,P07,R7,Commentaire Aléatoire2_Trop Û
8767,584,P08,R5,Commentaire Aléatoire4_Qûàtré
8768,584,P09,R1,Commentaire Aléatoire2_Trop Û
8769,584,P10,R2,Commentaire Aléatoire2_Trop Û
8770,584,P11,R2,Commentaire Aléatoire4_Qûàtré
8771,584,P12,R3,Commentaire Aléatoire0_Très
8772,584,P13,R0,Commentaire Aléatoire2_Trop Û
8773,584,P14,R1,Commentaire Aléatoire4_Qûàtré
8774,584,P20,R2,Commentaire Aléatoire3_Trois_Ècî
8775,585,P01,R4,Commentaire Aléatoire0_Très
8776,585,P02,R9,Commentaire Aléatoire4_Qûàtré
8777,585,P03,R4,Commentaire Aléatoire4_Qûàtré
8778,585,P04,R5,Commentaire Aléatoire4_Qûàtré
8779,585,P05,R2,Commentaire Aléatoire2_Trop Û
8780,585,P06,R2,Commentaire Aléatoire3_Trois_Ècî
8781,585,P07,R7,Commentaire Aléatoire4_Qûàtré
8782,585,P08,R5,Commentaire Aléatoire3_Trois_Ècî
8783,585,P09,R1,Commentaire Aléatoire2_Trop Û
8784,585,P10,R2,Commentaire Aléatoire3_Trois_Ècî
8785,585,P11,R0,Commentaire Aléatoire1_îàèù
8786,585,P12,R0,Commentaire Aléatoire1_îàèù
8787,585,P13,R2,Commentaire Aléatoire4_Qûàtré
8788,585,P14,R2,Commentaire Aléatoire0_Très
8789,585,P20,R2,Commentaire Aléatoire0_Très
8790,586,P01,R1,Commentaire Aléatoire4_Qûàtré
8791,586,P02,R9,Commentaire Aléatoire3_Trois_Ècî
8792,586,P03,R0,Commentaire Aléatoire2_Trop Û
8793,586,P04,R5,Commentaire Aléatoire2_Trop Û
8794,586,P05,R2,Commentaire Aléatoire4_Qûàtré
8795,586,P06,R0,Commentaire Aléatoire4_Qûàtré
8796,586,P07,R7,Commentaire Aléatoire1_îàèù
8797,586,P08,R2,Commentaire Aléatoire2_Trop Û
8798,586,P09,R1,Commentaire Aléatoire2_Trop Û
8799,586,P10,R2,Commentaire Aléatoire1_îàèù
8800,586,P11,R1,Commentaire Aléatoire0_Très
8801,586,P12,R3,Commentaire Aléatoire0_Très
8802,586,P13,R0,Commentaire Aléatoire0_Très
8803,586,P14,R2,Commentaire Aléatoire3_Trois_Ècî
8804,586,P20,R2,Commentaire Aléatoire2_Trop Û
8805,587,P01,R4,Commentaire Aléatoire2_Trop Û
8806,587,P02,R9,Commentaire Aléatoire2_Trop Û
8807,587,P03,R4,Commentaire Aléatoire1_îàèù
8808,587,P04,R5,Commentaire Aléatoire0_Très
8809,587,P05,R2,Commentaire Aléatoire2_Trop Û
8810,587,P06,R2,Commentaire Aléatoire3_Trois_Ècî
8811,587,P07,R5,Commentaire Aléatoire2_Trop Û
8812,587,P08,R4,Commentaire Aléatoire0_Très
8813,587,P09,R1,Commentaire Aléatoire3_Trois_Ècî
8814,587,P10,R2,Commentaire Aléatoire1_îàèù
8815,587,P11,R2,Commentaire Aléatoire3_Trois_Ècî
8816,587,P12,R3,Commentaire Aléatoire1_îàèù
8817,587,P13,R2,Commentaire Aléatoire3_Trois_Ècî
8818,587,P14,R2,Commentaire Aléatoire2_Trop Û
8819,587,P20,R1,Commentaire Aléatoire0_Très
8820,588,P01,R4,Commentaire Aléatoire3_Trois_Ècî
8821,588,P02,R3,Commentaire Aléatoire3_Trois_Ècî
8822,588,P03,R0,Commentaire Aléatoire0_Très
8823,588,P04,R1,Commentaire Aléatoire2_Trop Û
8824,588,P05,R0,Commentaire Aléatoire4_Qûàtré
8825,588,P06,R2,Commentaire Aléatoire2_Trop Û
8826,588,P07,R7,Commentaire Aléatoire0_Très
8827,588,P08,R5,Commentaire Aléatoire3_Trois_Ècî
8828,588,P09,R0,Commentaire Aléatoire4_Qûàtré
8829,588,P10,R2,Commentaire Aléatoire4_Qûàtré
8830,588,P11,R2,Commentaire Aléatoire1_îàèù
8831,588,P12,R3,Commentaire Aléatoire4_Qûàtré
8832,588,P13,R2,Commentaire Aléatoire2_Trop Û
8833,588,P14,R1,Commentaire Aléatoire2_Trop Û
8834,588,P20,R2,Commentaire Aléatoire1_îàèù
8835,589,P01,R0,Commentaire Aléatoire4_Qûàtré
8836,589,P02,R5,Commentaire Aléatoire2_Trop Û
8837,589,P03,R4,Commentaire Aléatoire2_Trop Û
8838,589,P04,R3,Commentaire Aléatoire3_Trois_Ècî
8839,589,P05,R2,Commentaire Aléatoire4_Qûàtré
8840,589,P06,R2,Commentaire Aléatoire3_Trois_Ècî
8841,589,P07,R7,Commentaire Aléatoire4_Qûàtré
8842,589,P08,R5,Commentaire Aléatoire1_îàèù
8843,589,P09,R1,Commentaire Aléatoire3_Trois_Ècî
8844,589,P10,R2,Commentaire Aléatoire4_Qûàtré
8845,589,P11,R2,Commentaire Aléatoire4_Qûàtré
8846,589,P12,R3,Commentaire Aléatoire4_Qûàtré
8847,589,P13,R2,Commentaire Aléatoire0_Très
8848,589,P14,R2,Commentaire Aléatoire4_Qûàtré
8849,589,P20,R2,Commentaire Aléatoire3_Trois_Ècî
8850,590,P01,R4,Commentaire Aléatoire1_îàèù
8851,590,P02,R9,Commentaire Aléatoire4_Qûàtré
8852,590,P03,R3,Commentaire Aléatoire1_îàèù
8853,590,P04,R5,Commentaire Aléatoire3_Trois_Ècî
8854,590,P05,R2,Commentaire Aléatoire3_Trois_Ècî
8855,590,P06,R2,Commentaire Aléatoire0_Très
8856,590,P07,R7,Commentaire Aléatoire3_Trois_Ècî
8857,590,P08,R5,Commentaire Aléatoire0_Très
8858,590,P09,R0,Commentaire Aléatoire2_Trop Û
8859,590,P10,R2,Commentaire Aléatoire0_Très
8860,590,P11,R2,Commentaire Aléatoire3_Trois_Ècî
8861,590,P12,R3,Commentaire Aléatoire3_Trois_Ècî
8862,590,P13,R2,Commentaire Aléatoire0_Très
8863,590,P14,R2,Commentaire Aléatoire1_îàèù
8864,590,P20,R2,Commentaire Aléatoire1_îàèù
8865,591,P01,R4,Commentaire Aléatoire0_Très
8866,591,P02,R9,Commentaire Aléatoire1_îàèù
8867,591,P03,R0,Commentaire Aléatoire2_Trop Û
8868,591,P04,R1,Commentaire Aléatoire1_îàèù
8869,591,P05,R2,Commentaire Aléatoire2_Trop Û
8870,591,P06,R2,Commentaire Aléatoire2_Trop Û
8871,591,P07,R7,Commentaire Aléatoire2_Trop Û
8872,591,P08,R0,Commentaire Aléatoire1_îàèù
8873,591,P09,R2,Commentaire Aléatoire1_îàèù
8874,591,P10,R2,Commentaire Aléatoire4_Qûàtré
8875,591,P11,R2,Commentaire Aléatoire4_Qûàtré
8876,591,P12,R3,Commentaire Aléatoire3_Trois_Ècî
8877,591,P13,R2,Commentaire Aléatoire4_Qûàtré
8878,591,P14,R2,Commentaire Aléatoire2_Trop Û
8879,591,P20,R2,Commentaire Aléatoire2_Trop Û
8880,592,P01,R4,Commentaire Aléatoire2_Trop Û
8881,592,P02,R6,Commentaire Aléatoire4_Qûàtré
8882,592,P03,R4,Commentaire Aléatoire2_Trop Û
8883,592,P04,R5,Commentaire Aléatoire2_Trop Û
8884,592,P05,R2,Commentaire Aléatoire4_Qûàtré
8885,592,P06,R2,Commentaire Aléatoire0_Très
8886,592,P07,R6,Commentaire Aléatoire1_îàèù
8887,592,P08,R5,Commentaire Aléatoire0_Très
8888,592,P09,R2,Commentaire Aléatoire0_Très
8889,592,P10,R2,Commentaire Aléatoire3_Trois_Ècî
8890,592,P11,R2,Commentaire Aléatoire2_Trop Û
8891,592,P12,R3,Commentaire Aléatoire4_Qûàtré
8892,592,P13,R2,Commentaire Aléatoire2_Trop Û
8893,592,P14,R2,Commentaire Aléatoire1_îàèù
8894,592,P20,R1,Commentaire Aléatoire3_Trois_Ècî
8895,593,P01,R4,Commentaire Aléatoire0_Très
8896,593,P02,R9,Commentaire Aléatoire0_Très
8897,593,P03,R4,Commentaire Aléatoire2_Trop Û
8898,593,P04,R5,Commentaire Aléatoire2_Trop Û
8899,593,P05,R2,Commentaire Aléatoire4_Qûàtré
8900,593,P06,R0,Commentaire Aléatoire2_Trop Û
8901,593,P07,R5,Commentaire Aléatoire3_Trois_Ècî
8902,593,P08,R2,Commentaire Aléatoire1_îàèù
8903,593,P09,R2,Commentaire Aléatoire2_Trop Û
8904,593,P10,R2,Commentaire Aléatoire0_Très
8905,593,P11,R2,Commentaire Aléatoire2_Trop Û
8906,593,P12,R3,Commentaire Aléatoire2_Trop Û
8907,593,P13,R1,Commentaire Aléatoire2_Trop Û
8908,593,P14,R0,Commentaire Aléatoire3_Trois_Ècî
8909,593,P20,R2,Commentaire Aléatoire4_Qûàtré
8910,594,P01,R4,Commentaire Aléatoire1_îàèù
8911,594,P02,R9,Commentaire Aléatoire4_Qûàtré
8912,594,P03,R1,Commentaire Aléatoire4_Qûàtré
8913,594,P04,R5,Commentaire Aléatoire2_Trop Û
8914,594,P05,R2,Commentaire Aléatoire3_Trois_Ècî
8915,594,P06,R2,Commentaire Aléatoire2_Trop Û
8916,594,P07,R7,Commentaire Aléatoire0_Très
8917,594,P08,R1,Commentaire Aléatoire3_Trois_Ècî
8918,594,P09,R2,Commentaire Aléatoire0_Très
8919,594,P10,R2,Commentaire Aléatoire2_Trop Û
8920,594,P11,R0,Commentaire Aléatoire0_Très
8921,594,P12,R3,Commentaire Aléatoire0_Très
8922,594,P13,R2,Commentaire Aléatoire2_Trop Û
8923,594,P14,R1,Commentaire Aléatoire2_Trop Û
8924,594,P20,R2,Commentaire Aléatoire1_îàèù
8925,595,P01,R4,Commentaire Aléatoire4_Qûàtré
8926,595,P02,R9,Commentaire Aléatoire4_Qûàtré
8927,595,P03,R4,Commentaire Aléatoire4_Qûàtré
8928,595,P04,R3,Commentaire Aléatoire0_Très
8929,595,P05,R2,Commentaire Aléatoire4_Qûàtré
8930,595,P06,R2,Commentaire Aléatoire1_îàèù
8931,595,P07,R7,Commentaire Aléatoire0_Très
8932,595,P08,R5,Commentaire Aléatoire2_Trop Û
8933,595,P09,R2,Commentaire Aléatoire0_Très
8934,595,P10,R2,Commentaire Aléatoire3_Trois_Ècî
8935,595,P11,R2,Commentaire Aléatoire1_îàèù
8936,595,P12,R3,Commentaire Aléatoire3_Trois_Ècî
8937,595,P13,R2,Commentaire Aléatoire1_îàèù
8938,595,P14,R2,Commentaire Aléatoire0_Très
8939,595,P20,R2,Commentaire Aléatoire4_Qûàtré
8940,596,P01,R4,Commentaire Aléatoire4_Qûàtré
8941,596,P02,R9,Commentaire Aléatoire4_Qûàtré
8942,596,P03,R4,Commentaire Aléatoire1_îàèù
8943,596,P04,R5,Commentaire Aléatoire4_Qûàtré
8944,596,P05,R2,Commentaire Aléatoire2_Trop Û
8945,596,P06,R0,Commentaire Aléatoire4_Qûàtré
8946,596,P07,R7,Commentaire Aléatoire1_îàèù
8947,596,P08,R5,Commentaire Aléatoire2_Trop Û
8948,596,P09,R0,Commentaire Aléatoire0_Très
8949,596,P10,R2,Commentaire Aléatoire4_Qûàtré
8950,596,P11,R2,Commentaire Aléatoire4_Qûàtré
8951,596,P12,R3,Commentaire Aléatoire1_îàèù
8952,596,P13,R2,Commentaire Aléatoire1_îàèù
8953,596,P14,R2,Commentaire Aléatoire0_Très
8954,596,P20,R0,Commentaire Aléatoire3_Trois_Ècî
8955,597,P01,R0,Commentaire Aléatoire2_Trop Û
8956,597,P02,R9,Commentaire Aléatoire2_Trop Û
8957,597,P03,R4,Commentaire Aléatoire2_Trop Û
8958,597,P04,R5,Commentaire Aléatoire3_Trois_Ècî
8959,597,P05,R2,Commentaire Aléatoire2_Trop Û
8960,597,P06,R2,Commentaire Aléatoire0_Très
8961,597,P07,R7,Commentaire Aléatoire4_Qûàtré
8962,597,P08,R5,Commentaire Aléatoire0_Très
8963,597,P09,R2,Commentaire Aléatoire3_Trois_Ècî
8964,597,P10,R2,Commentaire Aléatoire4_Qûàtré
8965,597,P11,R2,Commentaire Aléatoire4_Qûàtré
8966,597,P12,R3,Commentaire Aléatoire4_Qûàtré
8967,597,P13,R2,Commentaire Aléatoire2_Trop Û
8968,597,P14,R2,Commentaire Aléatoire3_Trois_Ècî
8969,597,P20,R2,Commentaire Aléatoire2_Trop Û
8970,598,P01,R3,Commentaire Aléatoire3_Trois_Ècî
8971,598,P02,R9,Commentaire Aléatoire3_Trois_Ècî
8972,598,P03,R2,Commentaire Aléatoire1_îàèù
8973,598,P04,R5,Commentaire Aléatoire1_îàèù
8974,598,P05,R1,Commentaire Aléatoire0_Très
8975,598,P06,R2,Commentaire Aléatoire1_îàèù
8976,598,P07,R7,Commentaire Aléatoire4_Qûàtré
8977,598,P08,R5,Commentaire Aléatoire0_Très
8978,598,P09,R2,Commentaire Aléatoire3_Trois_Ècî
8979,598,P10,R1,Commentaire Aléatoire1_îàèù
8980,598,P11,R2,Commentaire Aléatoire1_îàèù
8981,598,P12,R3,Commentaire Aléatoire2_Trop Û
8982,598,P13,R2,Commentaire Aléatoire2_Trop Û
8983,598,P14,R2,Commentaire Aléatoire3_Trois_Ècî
8984,598,P20,R2,Commentaire Aléatoire3_Trois_Ècî
8985,599,P01,R4,Commentaire Aléatoire2_Trop Û
8986,599,P02,R9,Commentaire Aléatoire4_Qûàtré
8987,599,P03,R4,Commentaire Aléatoire1_îàèù
8988,599,P04,R5,Commentaire Aléatoire3_Trois_Ècî
8989,599,P05,R2,Commentaire Aléatoire4_Qûàtré
8990,599,P06,R2,Commentaire Aléatoire3_Trois_Ècî
8991,599,P07,R7,Commentaire Aléatoire0_Très
8992,599,P08,R5,Commentaire Aléatoire2_Trop Û
8993,599,P09,R0,Commentaire Aléatoire1_îàèù
8994,599,P10,R2,Commentaire Aléatoire2_Trop Û
8995,599,P11,R0,Commentaire Aléatoire2_Trop Û
8996,599,P12,R0,Commentaire Aléatoire0_Très
8997,599,P13,R2,Commentaire Aléatoire2_Trop Û
8998,599,P14,R2,Commentaire Aléatoire2_Trop Û
8999,599,P20,R2,Commentaire Aléatoire4_Qûàtré
9000,600,P01,R4,Commentaire Aléatoire3_Trois_Ècî
9001,600,P02,R4,Commentaire Aléatoire1_îàèù
9002,600,P03,R4,Commentaire Aléatoire0_Très
9003,600,P04,R5,Commentaire Aléatoire4_Qûàtré
9004,600,P05,R1,Commentaire Aléatoire1_îàèù
9005,600,P06,R0,Commentaire Aléatoire4_Qûàtré
9006,600,P07,R7,Commentaire Aléatoire0_Très
9007,600,P08,R5,Commentaire Aléatoire4_Qûàtré
9008,600,P09,R2,Commentaire Aléatoire4_Qûàtré
9009,600,P10,R1,Commentaire Aléatoire0_Très
9010,600,P11,R2,Commentaire Aléatoire3_Trois_Ècî
9011,600,P12,R3,Commentaire Aléatoire4_Qûàtré
9012,600,P13,R0,Commentaire Aléatoire4_Qûàtré
9013,600,P14,R2,Commentaire Aléatoire3_Trois_Ècî
9014,600,P20,R2,Commentaire Aléatoire3_Trois_Ècî
9015,601,P01,R4,Commentaire Aléatoire2_Trop Û
9016,601,P02,R4,Commentaire Aléatoire1_îàèù
9017,601,P03,R2,Commentaire Aléatoire2_Trop Û
9018,601,P04,R5,Commentaire Aléatoire2_Trop Û
9019,601,P05,R0,Commentaire Aléatoire2_Trop Û
9020,601,P06,R0,Commentaire Aléatoire3_Trois_Ècî
9021,601,P07,R7,Commentaire Aléatoire2_Trop Û
9022,601,P08,R5,Commentaire Aléatoire0_Très
9023,601,P09,R2,Commentaire Aléatoire3_Trois_Ècî
9024,601,P10,R2,Commentaire Aléatoire3_Trois_Ècî
9025,601,P11,R2,Commentaire Aléatoire3_Trois_Ècî
9026,601,P12,R3,Commentaire Aléatoire1_îàèù
9027,601,P13,R2,Commentaire Aléatoire3_Trois_Ècî
9028,601,P14,R2,Commentaire Aléatoire4_Qûàtré
9029,601,P20,R2,Commentaire Aléatoire4_Qûàtré
9030,602,P01,R2,Commentaire Aléatoire1_îàèù
9031,602,P02,R9,Commentaire Aléatoire2_Trop Û
9032,602,P03,R4,Commentaire Aléatoire0_Très
9033,602,P04,R5,Commentaire Aléatoire1_îàèù
9034,602,P05,R2,Commentaire Aléatoire0_Très
9035,602,P06,R2,Commentaire Aléatoire3_Trois_Ècî
9036,602,P07,R7,Commentaire Aléatoire2_Trop Û
9037,602,P08,R5,Commentaire Aléatoire1_îàèù
9038,602,P09,R2,Commentaire Aléatoire0_Très
9039,602,P10,R1,Commentaire Aléatoire2_Trop Û
9040,602,P11,R2,Commentaire Aléatoire0_Très
9041,602,P12,R0,Commentaire Aléatoire1_îàèù
9042,602,P13,R0,Commentaire Aléatoire0_Très
9043,602,P14,R2,Commentaire Aléatoire3_Trois_Ècî
9044,602,P20,R2,Commentaire Aléatoire3_Trois_Ècî
9045,603,P01,R4,Commentaire Aléatoire1_îàèù
9046,603,P02,R4,Commentaire Aléatoire4_Qûàtré
9047,603,P03,R4,Commentaire Aléatoire1_îàèù
9048,603,P04,R5,Commentaire Aléatoire2_Trop Û
9049,603,P05,R2,Commentaire Aléatoire2_Trop Û
9050,603,P06,R2,Commentaire Aléatoire4_Qûàtré
9051,603,P07,R7,Commentaire Aléatoire2_Trop Û
9052,603,P08,R5,Commentaire Aléatoire3_Trois_Ècî
9053,603,P09,R2,Commentaire Aléatoire0_Très
9054,603,P10,R1,Commentaire Aléatoire4_Qûàtré
9055,603,P11,R1,Commentaire Aléatoire3_Trois_Ècî
9056,603,P12,R0,Commentaire Aléatoire3_Trois_Ècî
9057,603,P13,R2,Commentaire Aléatoire3_Trois_Ècî
9058,603,P14,R0,Commentaire Aléatoire4_Qûàtré
9059,603,P20,R2,Commentaire Aléatoire4_Qûàtré
9060,604,P01,R4,Commentaire Aléatoire3_Trois_Ècî
9061,604,P02,R9,Commentaire Aléatoire3_Trois_Ècî
9062,604,P03,R4,Commentaire Aléatoire3_Trois_Ècî
9063,604,P04,R5,Commentaire Aléatoire4_Qûàtré
9064,604,P05,R0,Commentaire Aléatoire1_îàèù
9065,604,P06,R2,Commentaire Aléatoire1_îàèù
9066,604,P07,R7,Commentaire Aléatoire0_Très
9067,604,P08,R5,Commentaire Aléatoire2_Trop Û
9068,604,P09,R2,Commentaire Aléatoire2_Trop Û
9069,604,P10,R0,Commentaire Aléatoire1_îàèù
9070,604,P11,R0,Commentaire Aléatoire3_Trois_Ècî
9071,604,P12,R3,Commentaire Aléatoire0_Très
9072,604,P13,R2,Commentaire Aléatoire0_Très
9073,604,P14,R2,Commentaire Aléatoire0_Très
9074,604,P20,R2,Commentaire Aléatoire4_Qûàtré
9075,605,P01,R4,Commentaire Aléatoire2_Trop Û
9076,605,P02,R9,Commentaire Aléatoire0_Très
9077,605,P03,R4,Commentaire Aléatoire3_Trois_Ècî
9078,605,P04,R4,Commentaire Aléatoire4_Qûàtré
9079,605,P05,R2,Commentaire Aléatoire2_Trop Û
9080,605,P06,R2,Commentaire Aléatoire2_Trop Û
9081,605,P07,R4,Commentaire Aléatoire2_Trop Û
9082,605,P08,R5,Commentaire Aléatoire2_Trop Û
9083,605,P09,R0,Commentaire Aléatoire1_îàèù
9084,605,P10,R2,Commentaire Aléatoire2_Trop Û
9085,605,P11,R1,Commentaire Aléatoire2_Trop Û
9086,605,P12,R3,Commentaire Aléatoire4_Qûàtré
9087,605,P13,R2,Commentaire Aléatoire2_Trop Û
9088,605,P14,R2,Commentaire Aléatoire0_Très
9089,605,P20,R1,Commentaire Aléatoire2_Trop Û
9090,606,P01,R4,Commentaire Aléatoire0_Très
9091,606,P02,R7,Commentaire Aléatoire0_Très
9092,606,P03,R4,Commentaire Aléatoire2_Trop Û
9093,606,P04,R5,Commentaire Aléatoire2_Trop Û
9094,606,P05,R2,Commentaire Aléatoire0_Très
9095,606,P06,R2,Commentaire Aléatoire1_îàèù
9096,606,P07,R7,Commentaire Aléatoire3_Trois_Ècî
9097,606,P08,R5,Commentaire Aléatoire1_îàèù
9098,606,P09,R2,Commentaire Aléatoire0_Très
9099,606,P10,R0,Commentaire Aléatoire1_îàèù
9100,606,P11,R2,Commentaire Aléatoire3_Trois_Ècî
9101,606,P12,R3,Commentaire Aléatoire4_Qûàtré
9102,606,P13,R2,Commentaire Aléatoire0_Très
9103,606,P14,R2,Commentaire Aléatoire1_îàèù
9104,606,P20,R0,Commentaire Aléatoire1_îàèù
9105,607,P01,R4,Commentaire Aléatoire3_Trois_Ècî
9106,607,P02,R8,Commentaire Aléatoire0_Très
9107,607,P03,R4,Commentaire Aléatoire3_Trois_Ècî
9108,607,P04,R5,Commentaire Aléatoire4_Qûàtré
9109,607,P05,R1,Commentaire Aléatoire3_Trois_Ècî
9110,607,P06,R0,Commentaire Aléatoire2_Trop Û
9111,607,P07,R7,Commentaire Aléatoire2_Trop Û
9112,607,P08,R0,Commentaire Aléatoire4_Qûàtré
9113,607,P09,R2,Commentaire Aléatoire1_îàèù
9114,607,P10,R2,Commentaire Aléatoire4_Qûàtré
9115,607,P11,R2,Commentaire Aléatoire2_Trop Û
9116,607,P12,R3,Commentaire Aléatoire4_Qûàtré
9117,607,P13,R2,Commentaire Aléatoire4_Qûàtré
9118,607,P14,R2,Commentaire Aléatoire0_Très
9119,607,P20,R0,Commentaire Aléatoire1_îàèù
9120,608,P01,R4,Commentaire Aléatoire3_Trois_Ècî
9121,608,P02,R9,Commentaire Aléatoire4_Qûàtré
9122,608,P03,R4,Commentaire Aléatoire1_îàèù
9123,608,P04,R5,Commentaire Aléatoire4_Qûàtré
9124,608,P05,R2,Commentaire Aléatoire4_Qûàtré
9125,608,P06,R2,Commentaire Aléatoire2_Trop Û
9126,608,P07,R7,Commentaire Aléatoire0_Très
9127,608,P08,R2,Commentaire Aléatoire1_îàèù
9128,608,P09,R2,Commentaire Aléatoire2_Trop Û
9129,608,P10,R2,Commentaire Aléatoire3_Trois_Ècî
9130,608,P11,R2,Commentaire Aléatoire3_Trois_Ècî
9131,608,P12,R3,Commentaire Aléatoire2_Trop Û
9132,608,P13,R2,Commentaire Aléatoire1_îàèù
9133,608,P14,R2,Commentaire Aléatoire3_Trois_Ècî
9134,608,P20,R2,Commentaire Aléatoire4_Qûàtré
9135,609,P01,R4,Commentaire Aléatoire1_îàèù
9136,609,P02,R9,Commentaire Aléatoire2_Trop Û
9137,609,P03,R4,Commentaire Aléatoire4_Qûàtré
9138,609,P04,R5,Commentaire Aléatoire1_îàèù
9139,609,P05,R2,Commentaire Aléatoire0_Très
9140,609,P06,R2,Commentaire Aléatoire0_Très
9141,609,P07,R7,Commentaire Aléatoire2_Trop Û
9142,609,P08,R5,Commentaire Aléatoire4_Qûàtré
9143,609,P09,R2,Commentaire Aléatoire3_Trois_Ècî
